species chrom pi za
empid Chr13 0.00668058956477552 0.864091906159664
empid Chr14 0.00693559440298495 0.832321360778075
empid Chr15 0.00711809539297105 0.810981456780922
empid Chr17 0.00646185054015222 0.89334213712118
empid Chr18 0.00697025513809856 0.828182506511802
empid Chr19 0.00677160754315576 0.852477544587148
empid Chr20 0.00715350611458555 0.806967000353461
empid Chr21 0.00703348582545594 0.820737187015377
empid Chr22 0.00725077599467422 0.796141457898756
empid Chr23 0.00695973131025648 0.829434803437046
empid Chr24 0.00687247273272774 0.839965991251889
empid Chr25 0.00750014998208581 0.76967039127021
empid Chr26 0.00779344981398303 0.740704503022519
empid Chr27 0.00740041652551605 0.780043035603958
empid Chr28 0.00724157581265163 0.797152929230121
empid Chr29 0.00771693793283712 0.748048438582547
empid ChrZ 0.00577264337129724 1
lepidothrix Chr01 0.00561779798792147 0.533803002481343
lepidothrix Chr01A 0.00542162066798013 0.553118267937279
lepidothrix Chr02 0.0055281157820836 0.542462848373239
lepidothrix Chr03 0.0049716255375823 0.603182482392759
lepidothrix Chr04 0.00537122432103344 0.55830798604761
lepidothrix Chr04A 0.00595693533011016 0.503412789816314
lepidothrix Chr05 0.00551705328789427 0.5435505652748
lepidothrix Chr06 0.00594979408293665 0.504017011594795
lepidothrix Chr07 0.00535212848494632 0.56029997069777
lepidothrix Chr08 0.00475253224123287 0.630989392826969
lepidothrix Chr09 0.00610751076839752 0.491001579367324
lepidothrix Chr10 0.00572061865857737 0.524208588661961
lepidothrix Chr11 0.00604735389168821 0.495885884470532
lepidothrix Chr12 0.00551174351373956 0.544074198266081
lepidothrix Chr13 0.0060917306836749 0.492273475142711
lepidothrix Chr14 0.00635683501356592 0.47174378867573
lepidothrix Chr15 0.00553953558961906 0.541344555833487
lepidothrix Chr17 0.00589627001715338 0.508592283691562
lepidothrix Chr18 0.006819431280394 0.439743038676513
lepidothrix Chr19 0.00597565988634344 0.501835360499594
lepidothrix Chr20 0.00625055210730641 0.479765208225488
lepidothrix Chr21 0.00634763660621612 0.472427396103529
lepidothrix Chr22 0.00940516526839531 0.318845798846634
lepidothrix Chr23 0.00564102614934297 0.531604951633739
lepidothrix Chr24 0.00676059245497239 0.443570212708284
lepidothrix Chr25 0.00792156046223299 0.378561452327892
lepidothrix Chr26 0.0059756493865021 0.501836242276841
lepidothrix Chr27 0.0077471093527561 0.387085982234042
lepidothrix Chr28 0.00769281479259133 0.389817968342896
lepidothrix Chr29 0.00549525658200509 0.545706535906998
lepidothrix ChrZ 0.00299879743328612 1
manacus Chr01 0.00541229943796953 0.44396206421252
manacus Chr01A 0.00522569118984273 0.459815848913477
manacus Chr02 0.00482345716399857 0.498160458136064
manacus Chr03 0.00497163514592815 0.483312946362363
manacus Chr04 0.0054550800324239 0.440480362585906
manacus Chr04A 0.00551538851323234 0.435663892915677
manacus Chr05 0.00491511875073202 0.488870310663267
manacus Chr06 0.00560557170288396 0.428654873753731
manacus Chr07 0.00497348987509482 0.483132707809403
manacus Chr08 0.00548727783270401 0.437895747923727
manacus Chr09 0.00529601175718381 0.45371040337247
manacus Chr10 0.00540222194817587 0.444790246248318
manacus Chr11 0.00596004764182281 0.403160473710966
manacus Chr12 0.00566183115845684 0.424395493855052
manacus Chr13 0.00603600953262626 0.398086785255909
manacus Chr14 0.00637560421381718 0.376882809853496
manacus Chr15 0.00600504624723414 0.400139404708821
manacus Chr17 0.00657060570901072 0.36569773579961
manacus Chr18 0.00618436401182025 0.388537224850381
manacus Chr19 0.00640416124567822 0.375202237801048
manacus Chr20 0.0057848033161368 0.415373781838772
manacus Chr21 0.00473873011752714 0.507067414902944
manacus Chr22 0.00741473419087624 0.324064972359212
manacus Chr23 0.00669039743765532 0.359149908956575
manacus Chr24 0.00643137689999762 0.37361449468435
manacus Chr25 0.00657367570138891 0.365526950182457
manacus Chr26 0.00576375704201639 0.41689051309779
manacus Chr27 0.00739931582455397 0.324740244583634
manacus Chr28 0.00629894092428697 0.381469783492089
manacus Chr29 0.00760625864399718 0.31590506490514
manacus ChrZ 0.00240285563061721 1
neopelma Chr01 0.00384263266884184 0.530920130593265
neopelma Chr01A 0.00416629898561989 0.489674659789188
neopelma Chr02 0.00310467917626801 0.657114929606286
neopelma Chr03 0.00334892458191274 0.609189902150091
neopelma Chr04 0.00420197952592024 0.485516653705414
neopelma Chr04A 0.00599329127431874 0.340402450837893
neopelma Chr05 0.00437250105910859 0.466582171344145
neopelma Chr06 0.00525962811009488 0.387885035911152
neopelma Chr07 0.00520445129294181 0.391997335267648
neopelma Chr08 0.00523232935740696 0.389908757459126
neopelma Chr09 0.00555731461114989 0.367107349702723
neopelma Chr10 0.00554505217851697 0.367919177797366
neopelma Chr11 0.00635824198010273 0.32086401315769
neopelma Chr12 0.0057904473269711 0.352327017786831
neopelma Chr13 0.00658650800838887 0.309743954727612
neopelma Chr14 0.00669342586601163 0.304796240251645
neopelma Chr15 0.00674632147397697 0.302406436786772
neopelma Chr17 0.00763570253068254 0.267183147872196
neopelma Chr18 0.0073212719853342 0.27865800402583
neopelma Chr19 0.00708697312981485 0.28787057619573
neopelma Chr20 0.00651233099015333 0.313272012962508
neopelma Chr21 0.00794477999608179 0.256788865062294
neopelma Chr22 0.00855031547968682 0.238603013328601
neopelma Chr23 0.00815245542248822 0.250247432538648
neopelma Chr24 0.00740577418442379 0.275478429068816
neopelma Chr25 0.00769556206732692 0.265104877397487
neopelma Chr26 0.00842805086862463 0.242064395453321
neopelma Chr27 0.0087165726105908 0.234051975415734
neopelma Chr28 0.00761812219718815 0.267799726173527
neopelma Chr29 0.0103336957924179 0.19742511095211
neopelma ChrZ 0.00204013103836346 1
pipra Chr01 0.00262539024495176 0.62140118446044
pipra Chr01A 0.00246542178760321 0.661720690588167
pipra Chr02 0.00250564535797592 0.651097970704754
pipra Chr03 0.00237807904848422 0.686024549488282
pipra Chr04 0.00248727780575751 0.655906068919011
pipra Chr04A 0.00275020238145008 0.593200201878861
pipra Chr05 0.0024896404093287 0.655283631230824
pipra Chr06 0.00242156893636239 0.673703970754836
pipra Chr07 0.00225930671171203 0.722089037060253
pipra Chr08 0.00258954198072635 0.630003537315239
pipra Chr09 0.00270614274055167 0.602858298432302
pipra Chr10 0.00255271020104699 0.639093543487539
pipra Chr11 0.00266398507262755 0.612398554574031
pipra Chr12 0.00258197671722091 0.631849465180258
pipra Chr13 0.00271319302739704 0.601291758975603
pipra Chr14 0.00249457601362176 0.653987130067576
pipra Chr15 0.00221891317338872 0.735234090026339
pipra Chr17 0.00268648767191955 0.607268972397044
pipra Chr18 0.00256467869648016 0.636111108234695
pipra Chr19 0.00266869658432734 0.611317381475617
pipra Chr20 0.00239282906549211 0.68179571679868
pipra Chr21 0.00258335167740744 0.631513170332715
pipra Chr22 0.00266723045205555 0.611653412485084
pipra Chr23 0.00280861115378706 0.580863821495596
pipra Chr24 0.00271364774862215 0.601191001563214
pipra Chr25 0.0024003031961932 0.679672722375775
pipra Chr26 0.00299231144717908 0.545204146253521
pipra Chr27 0.00309991846660666 0.526278553922663
pipra Chr28 0.00271425671123908 0.601056120126219
pipra Chr29 0.00370487112964624 0.440344765254948
pipra ChrZ 0.00163142060788391 1
