species chrom pi za
manacus Chr22 0.00741473419087624 0.324064972359212
manacus Chr23 0.00669039743765532 0.359149908956575
manacus Chr24 0.00643137689999762 0.37361449468435
manacus Chr25 0.00657367570138891 0.365526950182457
manacus Chr26 0.00576375704201639 0.41689051309779
manacus Chr27 0.00739931582455397 0.324740244583634
manacus Chr28 0.00629894092428697 0.381469783492089
manacus Chr29 0.00760625864399718 0.31590506490514
manacus ChrZ 0.00240285563061721 1
neopelma Chr01 0.00369667077132413 0.77085148090911
neopelma Chr01A 0.00420996863273537 0.676865883596181
neopelma Chr02 0.00285010633204692 0.999816781032899
neopelma Chr03 0.00346467555782909 0.822467815801528
neopelma Chr04 0.00435165631932901 0.654827479332746
neopelma Chr04A 0.00570489904468778 0.499497732770937
neopelma Chr05 0.00420036564425356 0.678413352515415
neopelma Chr06 0.00504818561910338 0.564476893980525
neopelma Chr07 0.00509595253452556 0.55918576933408
neopelma Chr08 0.00525994047929546 0.541752164254589
neopelma Chr09 0.00530712335436307 0.536935727368377
neopelma Chr10 0.00550520861503922 0.51761601380992
neopelma Chr11 0.00629636062245252 0.452576386483828
neopelma Chr12 0.0056380894295335 0.505416626345426
neopelma Chr13 0.0062794148862944 0.453797716842727
neopelma Chr14 0.00663272341691237 0.42962505133904
neopelma Chr15 0.00642931952080269 0.443217066641116
neopelma Chr17 0.00733044741057321 0.388732635118353
neopelma Chr18 0.00700847959842098 0.406590915831537
neopelma Chr19 0.0067645994551984 0.42124950004524
neopelma Chr20 0.00640277236960781 0.445054731608892
neopelma Chr21 0.00747391182931776 0.381270772733848
neopelma Chr22 0.00797322698962499 0.357394081745897
neopelma Chr23 0.00764736822120187 0.372622849597895
neopelma Chr24 0.00705460929655033 0.403932240429256
neopelma Chr25 0.00722414261152837 0.394452918739621
neopelma Chr26 0.00795725183828908 0.358111593854158
neopelma Chr27 0.00824703566028414 0.3455282911206
neopelma Chr28 0.00701427646644309 0.406254893450706
neopelma Chr29 0.00982208478571799 0.290120091678717
neopelma ChrZ 0.00284958413850863 1
pipra Chr01 0.00268468561423631 0.592536315500904
pipra Chr01A 0.0025777926134441 0.617106944073554
pipra Chr02 0.00247070889703425 0.643853156495843
pipra Chr03 0.00245744285616243 0.647328876091155
pipra Chr04 0.00261627742712 0.608029448883404
pipra Chr04A 0.00271380945423634 0.586177382370976
pipra Chr05 0.00272527540929562 0.583711178955312
pipra Chr06 0.00243913283218226 0.652188229008677
pipra Chr07 0.00226208111462546 0.703234606333407
pipra Chr08 0.00265237225499222 0.599755075534272
pipra Chr09 0.00266801605140214 0.596238437659269
pipra Chr10 0.00260800874501995 0.609957204006882
pipra Chr11 0.00264529984323738 0.601358566668587
pipra Chr12 0.00255901088943942 0.621636167592214
pipra Chr13 0.00273579033693497 0.581467702645695
pipra Chr14 0.0026294096117846 0.604992738677256
pipra Chr15 0.00227643584380961 0.698800155718735
pipra Chr17 0.00271796952707083 0.585280190338356
pipra Chr18 0.00267750137442273 0.594126201888818
pipra Chr19 0.00265753299614544 0.59859039358878
pipra Chr20 0.00242351927416774 0.656389961117248
pipra Chr21 0.00275513024252056 0.577386033366805
pipra Chr22 0.0027064442043865 0.587772590899751
pipra Chr23 0.00290907669072976 0.546831139655795
pipra Chr24 0.00285771168947765 0.556659976580296
pipra Chr25 0.00242538892712424 0.655883971575656
pipra Chr26 0.00306436553771942 0.519120092742513
pipra Chr27 0.00316646398401703 0.50238175143233
pipra Chr28 0.00267065007224576 0.595650376913729
pipra Chr29 0.00403554408131067 0.394190644454864
pipra ChrZ 0.00159077372213787 1
